"No.","Time","Source","Destination","Protocol","Length","Info"
"1577","3.897194","192.168.86.162","17.57.144.119","TCP","66","56137  >  5223 [ACK] Seq=39052 Ack=8747 Win=131008 Len=0 TSval=277356471 TSecr=1112175722"
"1578","3.897288","192.168.86.162","192.168.86.129","TCP","66","56158  >  8009 [ACK] Seq=2794 Ack=6999 Win=129792 Len=0 TSval=1173498232 TSecr=3797558458"
"1579","3.903967","13.107.42.12","192.168.86.162","TCP","66","[TCP Dup ACK 1539#1] 443  >  56156 [ACK] Seq=100 Ack=518 Win=4194048 Len=0 SLE=1 SRE=518"
"1580","3.909658","13.107.42.12","192.168.86.162","TCP","60","443  >  56156 [ACK] Seq=100 Ack=952 Win=4193536 Len=0"
"1590","3.915176","13.107.42.12","192.168.86.162","TCP","1514","[TCP Out-Of-Order] 443  >  56156 [ACK] Seq=100 Ack=952 Win=4193536 Len=1460"
"1594","3.915303","192.168.86.162","13.107.42.12","TCP","66","[TCP Dup ACK 1557#1] 56156  >  443 [ACK] Seq=952 Ack=100 Win=262144 Len=0 SLE=1560 SRE=5940"
"1595","3.915363","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=952 Ack=5940 Win=256256 Len=0"
"1596","3.915397","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=952 Ack=9270 Win=252928 Len=0"
"1597","3.915481","192.168.86.162","13.107.42.12","TCP","54","[TCP Window Update] 56156  >  443 [ACK] Seq=952 Ack=9270 Win=262144 Len=0"
"1599","3.928916","192.168.86.162","13.107.42.12","TCP","1494","56156  >  443 [ACK] Seq=1026 Ack=9270 Win=262144 Len=1440 [TCP PDU reassembled in 1600]"
"1610","4.077279","13.107.42.12","192.168.86.162","TCP","60","443  >  56156 [ACK] Seq=9270 Ack=1026 Win=4193536 Len=0"
"1613","4.077510","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=2840 Ack=9729 Win=261632 Len=0"
"1616","4.083323","13.107.42.12","192.168.86.162","TCP","60","443  >  56156 [ACK] Seq=9729 Ack=2840 Win=4194560 Len=0"
"1624","4.235371","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=2840 Ack=10438 Win=261376 Len=0"
"1638","4.347156","192.168.86.162","13.107.42.12","TCP","78","56159  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=974475509 TSecr=0 SACK_PERM"
"1639","4.367224","192.168.86.172","192.168.86.162","TCP","1430","[TCP Retransmission] 8009  >  50803 [PSH, ACK] Seq=1 Ack=1 Win=679 Len=1364 TSval=2311862907 TSecr=1947085131 [TCP PDU reassembled in 231]"
"1642","4.383755","13.107.42.12","192.168.86.162","TCP","66","443  >  56159 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1643","4.384074","192.168.86.162","13.107.42.12","TCP","54","56159  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1645","4.387495","192.168.86.162","142.250.189.10","TCP","78","56160  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3904126325 TSecr=0 SACK_PERM"
"1648","4.420185","13.107.42.12","192.168.86.162","TCP","54","443  >  56159 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"1650","4.420415","192.168.86.162","13.107.42.12","TCP","54","56159  >  443 [ACK] Seq=518 Ack=100 Win=262016 Len=0"
"1651","4.420984","142.250.189.10","192.168.86.162","TCP","74","443  >  56160 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3579549360 TSecr=3904126325 WS=256"
"1652","4.421132","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=3904126358 TSecr=3579549360"
"1656","4.463567","13.107.42.12","192.168.86.162","TCP","60","443  >  56159 [ACK] Seq=100 Ack=940 Win=4193536 Len=0"
"1657","4.467586","192.168.86.162","192.168.86.30","TCP","1514","[TCP Retransmission] 56155  >  8009 [ACK] Seq=1 Ack=1 Win=131712 Len=1448 TSval=242910683 TSecr=3963813134"
"1658","4.469273","142.250.189.10","192.168.86.162","TCP","66","[TCP Window Update] 443  >  56160 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=3579549401 TSecr=3904126360"
"1659","4.469274","142.250.189.10","192.168.86.162","TCP","66","443  >  56160 [ACK] Seq=1 Ack=518 Win=268288 Len=0 TSval=3579549401 TSecr=3904126360"
"1661","4.469426","192.168.86.162","142.250.189.10","TCP","78","[TCP Dup ACK 1652#1] 56160  >  443 [ACK] Seq=518 Ack=1 Win=131584 Len=0 TSval=3904126408 TSecr=3579549401 SLE=1401 SRE=2801"
"1663","4.470671","8.8.4.4","192.168.86.162","TCP","680","[TCP Retransmission] 443  >  56133 [FIN, PSH, ACK] Seq=4244 Ack=607 Win=268800 Len=614 TSval=2868270299 TSecr=964211706"
"1664","4.470673","142.250.189.10","192.168.86.162","TCP","1466","[TCP Out-Of-Order] 443  >  56160 [ACK] Seq=1 Ack=518 Win=268800 Len=1400 TSval=3579549406 TSecr=3904126360"
"1672","4.470687","13.107.42.12","192.168.86.162","TCP","1514","[TCP Out-Of-Order] 443  >  56159 [ACK] Seq=100 Ack=940 Win=4193536 Len=1460"
"1673","4.470797","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=518 Ack=2801 Win=128768 Len=0 TSval=3904126409 TSecr=3579549406"
"1674","4.470849","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=518 Ack=4497 Win=127104 Len=0 TSval=3904126409 TSecr=3579549406"
"1675","4.470881","192.168.86.162","13.107.42.12","TCP","66","[TCP Dup ACK 1650#1] 56159  >  443 [ACK] Seq=940 Ack=100 Win=262144 Len=0 SLE=1560 SRE=9270"
"1676","4.470903","192.168.86.162","13.107.42.12","TCP","54","56159  >  443 [ACK] Seq=940 Ack=9270 Win=252928 Len=0"
"1677","4.470943","192.168.86.162","142.250.189.10","TCP","66","[TCP Window Update] 56160  >  443 [ACK] Seq=518 Ack=4497 Win=131072 Len=0 TSval=3904126409 TSecr=3579549406"
"1678","4.471004","192.168.86.162","13.107.42.12","TCP","54","[TCP Window Update] 56159  >  443 [ACK] Seq=940 Ack=9270 Win=262144 Len=0"
"1683","4.484654","192.168.86.162","13.107.42.12","TCP","1494","56159  >  443 [ACK] Seq=1014 Ack=9270 Win=262144 Len=1440 [TCP PDU reassembled in 1684]"
"1685","4.490557","192.168.86.30","192.168.86.162","TCP","78","8009  >  56155 [ACK] Seq=1 Ack=1771 Win=34752 Len=0 TSval=3963814190 TSecr=242910683 SLE=323 SRE=1449"
"1691","4.510840","192.168.86.162","192.168.86.30","TCP","66","56155  >  8009 [ACK] Seq=1771 Ack=1209 Win=130560 Len=0 TSval=242910726 TSecr=3963814211"
"1692","4.511477","192.168.86.162","192.168.86.30","TCP","130","56155  >  8009 [PSH, ACK] Seq=1771 Ack=1209 Win=131072 Len=64 TSval=242910726 TSecr=3963814211"
"1693","4.512207","192.168.86.162","192.168.86.30","TCP","184","56155  >  8009 [PSH, ACK] Seq=1835 Ack=1209 Win=131072 Len=118 TSval=242910727 TSecr=3963814211"
"1695","4.523282","13.107.42.12","192.168.86.162","TCP","60","443  >  56159 [ACK] Seq=9270 Ack=1014 Win=4193536 Len=0"
"1696","4.523282","13.107.42.12","192.168.86.162","TCP","60","[TCP Dup ACK 1695#1] 443  >  56159 [ACK] Seq=9270 Ack=1014 Win=4193536 Len=0"
"1697","4.523283","13.107.42.12","192.168.86.162","TCP","60","443  >  56159 [ACK] Seq=9270 Ack=2512 Win=4194560 Len=0"
"1699","4.523486","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=1122 Ack=5111 Win=130432 Len=0 TSval=3904126462 TSecr=3579549454"
"1700","4.523617","192.168.86.162","13.107.42.12","TCP","54","56159  >  443 [ACK] Seq=2512 Ack=9729 Win=261632 Len=0"
"1702","4.526267","142.250.189.10","192.168.86.162","TCP","66","[TCP Dup ACK 1694#1] 443  >  56160 [ACK] Seq=5111 Ack=582 Win=268800 Len=0 TSval=3579549462 TSecr=3904126417"
"1703","4.526267","142.250.189.10","192.168.86.162","TCP","66","443  >  56160 [ACK] Seq=5111 Ack=1122 Win=268288 Len=0 TSval=3579549462 TSecr=3904126418"
"1705","4.526376","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=1153 Ack=5142 Win=131008 Len=0 TSval=3904126465 TSecr=3579549462"
"1706","4.533905","40.83.247.108","192.168.86.162","TCP","205","[TCP Retransmission] 443  >  49595 [FIN, PSH, ACK] Seq=1 Ack=1 Win=7382 Len=151"
"1707","4.573822","140.82.114.25","192.168.86.162","TCP","116","[TCP Retransmission] 443  >  56020 [FIN, PSH, ACK] Seq=1 Ack=1 Win=74 Len=50 TSval=3670383494 TSecr=2885964396"
"1708","4.574191","192.168.86.162","140.82.114.25","TCP","66","56020  >  443 [ACK] Seq=1 Ack=52 Win=2047 Len=0 TSval=2886044545 TSecr=3670383494"
"1710","4.574600","192.168.86.162","140.82.114.25","TCP","66","56020  >  443 [FIN, ACK] Seq=31 Ack=52 Win=2048 Len=0 TSval=2886044545 TSecr=3670383494"
"1711","4.577830","142.250.189.10","192.168.86.162","TCP","66","443  >  56160 [ACK] Seq=5142 Ack=1153 Win=268800 Len=0 TSval=3579549515 TSecr=3904126462"
"1716","4.596087","192.168.86.162","142.250.189.10","TCP","66","56160  >  443 [ACK] Seq=1153 Ack=6546 Win=129664 Len=0 TSval=3904126534 TSecr=3579549538"
"1719","4.609152","192.168.86.162","52.109.0.151","TCP","66","56030  >  443 [ACK] Seq=1 Ack=36 Win=2047 Len=0 TSval=2328631367 TSecr=450543360"
"1721","4.654984","142.250.189.10","192.168.86.162","TCP","66","443  >  56160 [ACK] Seq=6546 Ack=1192 Win=268800 Len=0 TSval=3579549590 TSecr=3904126535"
"1722","4.666234","140.82.114.25","192.168.86.162","TCP","54","443  >  56020 [RST] Seq=52 Win=0 Len=0"
"1723","4.666235","140.82.114.25","192.168.86.162","TCP","54","443  >  56020 [RST] Seq=52 Win=0 Len=0"
"1724","4.687700","192.168.86.30","192.168.86.162","TCP","414","[TCP Retransmission] 8009  >  50948 [PSH, ACK] Seq=1 Ack=1 Win=679 Len=348 TSval=3963814394 TSecr=2223796380"
"1725","4.699353","52.109.0.151","192.168.86.162","TCP","66","443  >  56030 [ACK] Seq=36 Ack=36 Win=16382 Len=0 TSval=450543451 TSecr=2328631368"
"1733","4.719298","192.168.86.30","192.168.86.162","TCP","1274","[TCP Spurious Retransmission] 8009  >  56155 [PSH, ACK] Seq=1 Ack=1771 Win=34752 Len=1208 TSval=3963814434 TSecr=242910683"
"1734","4.719384","192.168.86.162","192.168.86.30","TCP","78","[TCP Dup ACK 1691#1] 56155  >  8009 [ACK] Seq=1953 Ack=1209 Win=131072 Len=0 TSval=242910935 TSecr=3963814434 SLE=1 SRE=1209"
"1736","4.766885","192.168.86.162","13.107.42.12","TCP","54","56159  >  443 [ACK] Seq=2512 Ack=10690 Win=261120 Len=0"
"1737","4.772343","37.16.4.196","192.168.86.162","TCP","66","[TCP Keep-Alive] 443  >  56148 [ACK] Seq=39485 Ack=3207 Win=77824 Len=0 TSval=1091583620 TSecr=1349091726"
"1738","4.772429","192.168.86.162","37.16.4.196","TCP","66","[TCP Keep-Alive ACK] 56148  >  443 [ACK] Seq=3207 Ack=39486 Win=131072 Len=0 TSval=1349093757 TSecr=1091581416"
"1739","4.791806","52.109.0.151","192.168.86.162","TCP","66","443  >  56030 [ACK] Seq=36 Ack=69 Win=16382 Len=0 TSval=450543544 TSecr=2328631459"
